search,found,file num
vanuatu,Vanuatu,51
andreas_vesalius,Andreas Vesalius,52
villa_savoye,Villa Savoye,52
vitamin_c,Vitamin C,52
velociraptor,Velociraptor,52
valhalla,Valhalla,52
vitamin_k,Vitamin K,52
varuna,Varuna,52
volt,Volt,52
vesicle_(biology_and_chemistry),Vesicle (biology and chemistry),52
vermont,Vermont,52
vincent_van_gogh,Vincent van Gogh,52
vanilla,Vanilla,52
virial_theorem,Virial theorem,52
vilfredo_pareto,Vilfredo Pareto,52
villanelle,Villanelle,52
vancouver,Vancouver,52
victoria_woodhull,Victoria Woodhull,52
virginia_woolf,Virginia Woolf,52
william_shakespeare,William Shakespeare,52
white_house,White House,52
warren_g._harding,Warren G. Harding,52
wild_strawberries_(film),Wild Strawberries (film),52
wavelength,Wavelength,52
werner_herzog,Werner Herzog,52
wolfgang_amadeus_mozart,Wolfgang Amadeus Mozart,52
william_blake,William Blake,53
w._somerset_maugham,W. Somerset Maugham,53
wake_island,Wake Island,53
western_sahara,Western Sahara,53
winston_churchill,Winston Churchill,53
w._h._auden,W. H. Auden,53
wicca,Wicca,53
william_henry_harrison,William Henry Harrison,53
white_dwarf,White dwarf,53
william_mckinley,William McKinley,53
william_howard_taft,William Howard Taft,53
woodrow_wilson,Woodrow Wilson,53
war_of_the_spanish_succession,War of the Spanish Succession,53
wyoming,Wyoming,53
western_australia,Western Australia,53
william_of_ockham,William of Ockham,53
weak_interaction,Weak interaction,53
w._b._yeats,W. B. Yeats,53
walrus,Walrus,53
william_faulkner,William Faulkner,53
weakly_interacting_massive_particles,Weakly interacting massive particles,53
washington_irving,Washington Irving,53
walter_gropius,Walter Gropius,53
wassily_kandinsky,Wassily Kandinsky,53
wole_soyinka,Wole Soyinka,53
willard_van_orman_quine,Willard Van Orman Quine,53
walt_whitman,Walt Whitman,53
wheatstone_bridge,Wheatstone bridge,53
william_the_conqueror,William the Conqueror,53
william_wordsworth,William Wordsworth,53
william_ewart_gladstone,William Ewart Gladstone,53
william_herschel,William Herschel,53
wolfgang_pauli,Wolfgang Pauli,53
wormhole,Wormhole,54
william_golding,William Golding,54
wilhelm_wundt,Wilhelm Wundt,54
xenon,Xenon,54
x-ray_crystallography,X-ray crystallography,54
yukon,Yukon,54
yellow_fever,Yellow fever,54
yoga,Yoga,54
yggdrasil,Yggdrasil,54
yukon_river,Yukon River,54
yellowstone_national_park,Yellowstone National Park,54
yerevan,Yerevan,54
yom_kippur,Yom Kippur,54
yeast,Yeast,54
zeus,Zeus,54
zimbabwe,Zimbabwe,54
zinc,Zinc,54
zirconium,Zirconium,54
zora_neale_hurston,Zora Neale Hurston,54
zakat,Zakat,54
zechariah_(hebrew_prophet),Zechariah (Hebrew prophet),54
zoroastrianism,Zoroastrianism,54
zeno's_paradoxes,Zeno's paradoxes,54
sparta,Sparta,56
thermonuclear_fusion,Thermonuclear fusion,56
magnetic_field,Magnetic field,56
medina,Medina,56
yorkshire,Yorkshire,56
milan_kundera,Milan Kundera,56
brave_new_world,Brave New World,56
david_(michelangelo),David (Michelangelo),56
atalanta,Atalanta,56
hestia,Hestia,56
artery,Artery,56
occam's_razor,Occam's razor,56
heart,Heart,56
pericles,Pericles,56
wheat,Wheat,56
bucharest,Bucharest,56
rococo,Rococo,56
theotokos,Theotokos,56
pion,Pion,56
salmon,Salmon,56
maunder_minimum,Maunder Minimum,57
arabidopsis_thaliana,Arabidopsis thaliana,57
vagus_nerve,Vagus nerve,57
booker_t._washington,Booker T. Washington,57
john_knox,John Knox,57
martin_heidegger,Martin Heidegger,57
aldehyde,Aldehyde,57
josiah_willard_gibbs,Josiah Willard Gibbs,57
linus_pauling,Linus Pauling,57
cern,CERN,57
paradise_lost,Paradise Lost,57
sacramento_river,Sacramento River,57
mole_(unit),Mole (unit),57
dresden,Dresden,57
alkaline_earth_metal,Alkaline earth metal,57
le_chatelier's_principle,Le Chatelier's principle,57
beirut,Beirut,57
nitrous_oxide,Nitrous oxide,57
mycenae,Mycenae,57
thetis,Thetis,57
venus_(mythology),Venus (mythology),57
encephalitis,Encephalitis,57
the_merchant_of_venice,The Merchant of Venice,58
isis,Isis,58
hippopotamus,Hippopotamus,58
seville,Seville,58
west_nile_virus,West Nile virus,58
thor_heyerdahl,Thor Heyerdahl,58
cubism,Cubism,58
alcubierre_drive,Alcubierre drive,58
beta_particle,Beta particle,58
falstaff_(opera),Falstaff (opera),58
aida,Aida,58
la_traviata,La traviata,58
il_trovatore,Il trovatore,58
escape_velocity,Escape velocity,58
carmen,Carmen,58
the_magic_flute,The Magic Flute,58
the_barber_of_seville,The Barber of Seville,58
feldspar,Feldspar,58
john_maynard_keynes,John Maynard Keynes,58
niacin,Niacin,58
phenylalanine,Phenylalanine,58
squid,Squid,58
don_giovanni,Don Giovanni,58
herbie_hancock,Herbie Hancock,58
lohengrin_(opera),Lohengrin (opera),58
igor_stravinsky,Igor Stravinsky,58
twyla_tharp,Twyla Tharp,58
hepatitis,Hepatitis,58
tristan_und_isolde,Tristan und Isolde,58
tosca,Tosca,58
turandot,Turandot,58
electrolysis,Electrolysis,58
nicotine,Nicotine,58
inflation,Inflation,58
pancreas,Pancreas,58
fidel_castro,Fidel Castro,58
hypatia,Hypatia,59
don_pasquale,Don Pasquale,59
lucia_di_lammermoor,Lucia di Lammermoor,59
activation_energy,Activation energy,59
peleus,Peleus,59
plotinus,Plotinus,59
gravitational_constant,Gravitational constant,59
imre_lakatos,Imre Lakatos,59
fidelio,Fidelio,59
mardi_gras,Mardi Gras,59
carnival,Carnival,59
the_myth_of_sisyphus,The Myth of Sisyphus,59
cross_of_gold_speech,Cross of Gold speech,59
brittany,Brittany,59
proline,Proline,59
tantalus,Tantalus,59
battle_of_trafalgar,Battle of Trafalgar,59
raoult's_law,Raoult's law,59
jupiter,Jupiter,59
phillis_wheatley,Phillis Wheatley,59
cosmological_constant,Cosmological constant,59
vulcanization,Vulcanization,59
bamboo,Bamboo,59
lawrence_livermore_national_laboratory,Lawrence Livermore National Laboratory,59
mesoderm,Mesoderm,59
samuel_de_champlain,Samuel de Champlain,59
spiro_agnew,Spiro Agnew,59
prince_igor,Prince Igor,59
green_mountain_boys,Green Mountain Boys,59
mark_the_evangelist,Mark the Evangelist,59
philipp_melanchthon,Philipp Melanchthon,59
amaterasu,Amaterasu,59
medea,Medea,59
stephen_langton,Stephen Langton,60
stigmata,Stigmata,60
uracil,Uracil,60
epicureanism,Epicureanism,60
dirac_equation,Dirac equation,60
cymbeline,Cymbeline,60
john_galsworthy,John Galsworthy,60
planetary_nebula,Planetary nebula,60
oak,Oak,60
social_contract,Social contract,60
roger_williams_(theologian),Roger Williams (theologian),60
stomach,Stomach,60
john_philip_sousa,John Philip Sousa,60
norman_rockwell,Norman Rockwell,60
necrosis,Necrosis,60
escherichia_coli,Escherichia coli,60
william_makepeace_thackeray,William Makepeace Thackeray,60
vanity_fair_(novel),Vanity Fair (novel),60
botulism,Botulism,60
vapor_pressure,Vapor pressure,60
edward_the_confessor,Edward the Confessor,60
melting_point,Melting point,61
james_a._garfield,James A. Garfield,61
carl_sandburg,Carl Sandburg,61
paul_von_hindenburg,Paul von Hindenburg,61
alexander_hamilton,Alexander Hamilton,61
william_jennings_bryan,William Jennings Bryan,61
brewster's_angle,Brewster's angle,61
comparator,Comparator,61
electric_field,Electric field,61
geostationary_orbit,Geostationary orbit,61
northanger_abbey,Northanger Abbey,62
avogadro_constant,Avogadro constant,62
polarization_(waves),Polarization (waves),62
resonance,Resonance,62
amedeo_avogadro,Amedeo Avogadro,62
carl_jung,Carl Jung,62
oneida_community,Oneida Community,62
hydrogen_cyanide,Hydrogen cyanide,62
salmonella,Salmonella,62
haile_selassie,Haile Selassie,62
parashurama,Parashurama,62
krishna,Krishna,62
walter_mondale,Walter Mondale,62
chiron,Chiron,62
ljubljana,Ljubljana,62
john_wesley,John Wesley,63
the_rime_of_the_ancient_mariner,The Rime of the Ancient Mariner,63
nikita_khrushchev,Nikita Khrushchev,63
spleen,Spleen,63
hubert_humphrey,Hubert Humphrey,63
the_grapes_of_wrath,The Grapes of Wrath,63
max_ernst,Max Ernst,63
marcel_duchamp,Marcel Duchamp,63
second_boer_war,Second Boer War,63
sonoluminescence,Sonoluminescence,63
hagia_sophia,Hagia Sophia,63
old_church_slavonic,Old Church Slavonic,63
the_bridge_on_the_river_kwai,The Bridge on the River Kwai,63
a_streetcar_named_desire_(play),A Streetcar Named Desire (play),63
anthrax,Anthrax,63
jacobus_henricus_van_'t_hoff,Jacobus Henricus van 't Hoff,63
snell's_law,Snell's law,63
jack_london,Jack London,63
gulliver's_travels,Gulliver's Travels,63
buster_keaton,Buster Keaton,63
flagellum,Flagellum,63
europa_(moon),Europa (moon),63
ralph_ellison,Ralph Ellison,63
richard_wright_(author),Richard Wright (author),63
toni_morrison,Toni Morrison,63
the_color_purple,The Color Purple,63
morality,Morality,63
leonard_bernstein,Leonard Bernstein,64
johannes_vermeer,Johannes Vermeer,64
hokusai,Hokusai,64
keratin,Keratin,64
elizabeth_cady_stanton,Elizabeth Cady Stanton,64
alfred_north_whitehead,Alfred North Whitehead,64
clara_barton,Clara Barton,64
henry_david_thoreau,Henry David Thoreau,64
ming_dynasty,Ming dynasty,64
tang_dynasty,Tang dynasty,64
sui_dynasty,Sui dynasty,64
han_dynasty,Han dynasty,64
zhou_dynasty,Zhou dynasty,64
hindu_kush,Hindu Kush,64
carmelites,Carmelites,64
flux,Flux,64
shark,Shark,64
radiation_pressure,Radiation pressure,64
prisoner's_dilemma,Prisoner's dilemma,64
star_formation,Star formation,64
calorimeter,Calorimeter,64
anton_bruckner,Anton Bruckner,64
henry_hudson,Henry Hudson,64
vulcan_(hypothetical_planet),Vulcan (hypothetical planet),64
john_dalton,John Dalton,65
symphony,Symphony,65
concerto,Concerto,65
sonata,Sonata,65
gyroscope,Gyroscope,65
cantata,Cantata,65
d._h._lawrence,D. H. Lawrence,65
ezra_pound,Ezra Pound,65
theodore_dreiser,Theodore Dreiser,65
arthur_evans,Arthur Evans,65
ramayana,Ramayana,65
moraine,Moraine,65
edward_albee,Edward Albee,65
peter_the_great,Peter the Great,65
wien's_displacement_law,Wien's displacement law,65
black_body,Black body,65
triton_(moon),Triton (moon),65
shakers,Shakers,65
zoroaster,Zoroaster,65
conjunctivitis,Conjunctivitis,65
pluto,Pluto,65
raphael,Raphael,65
cyclotron,Cyclotron,65
calcite,Calcite,65
sarah_bernhardt,Sarah Bernhardt,65
congress_of_vienna,Congress of Vienna,65
diphthong,Diphthong,65
tennessee_williams,Tennessee Williams,65
arcangelo_corelli,Arcangelo Corelli,65
battle_of_hastings,Battle of Hastings,65
limpopo_river,Limpopo River,65
leprosy,Leprosy,65
ferroelectricity,Ferroelectricity,65
calcium_carbonate,Calcium carbonate,65
diabetes_insipidus,Diabetes insipidus,65
thomas_hardy,Thomas Hardy,65
luminosity,Luminosity,65
who's_afraid_of_virginia_woolf?,Who's Afraid of Virginia Woolf?,66
robert_schumann,Robert Schumann,66
franz_schubert,Franz Schubert,66
moses_mendelssohn,Moses Mendelssohn,66
asthma,Asthma,66
syllable,Syllable,66
petra,Petra,66
giacomo_leopardi,Giacomo Leopardi,66
vasco_da_gama,Vasco da Gama,66
biodiversity,Biodiversity,66
olivine,Olivine,66
carl_maria_von_weber,Carl Maria von Weber,66
clear_and_present_danger,Clear and present danger,66
arthur_sullivan,Arthur Sullivan,66
cultural_revolution,Cultural Revolution,66
gresham's_law,Gresham's law,66
nash_equilibrium,Nash equilibrium,66
william_byrd,William Byrd,66
erich_fromm,Erich Fromm,66
david_foster_wallace,David Foster Wallace,66
toulouse,Toulouse,66
jane_goodall,Jane Goodall,66
physiocracy,Physiocracy,66
corfu,Corfu,66
pareto_efficiency,Pareto efficiency,66
lynn_margulis,Lynn Margulis,66
marfan_syndrome,Marfan syndrome,66
coelacanth,Coelacanth,66
social_darwinism,Social Darwinism,66
county_donegal,County Donegal,66
indifference_curve,Indifference curve,66
bartolomeu_dias,Bartolomeu Dias,66
hieronymus_bosch,Hieronymus Bosch,67
carpathian_mountains,Carpathian Mountains,67
peloponnese,Peloponnese,67
garuda,Garuda,67
tetanus,Tetanus,67
the_stranger_(novel),The Stranger (novel),67
general_equilibrium_theory,General equilibrium theory,67
pentecost,Pentecost,67
compromise_of_1850,Compromise of 1850,67
jeremy_bentham,Jeremy Bentham,67
frans_hals,Frans Hals,67
russell's_paradox,Russell's paradox,67
lobotomy,Lobotomy,67
rosary,Rosary,67
passover_seder,Passover Seder,67
assassins,Assassins,67
mount_fuji,Mount Fuji,67
vandals,Vandals,67
wilfred_owen,Wilfred Owen,67
demosthenes,Demosthenes,68
maoism,Maoism,68
radio_telescope,Radio telescope,68
xylem,Xylem,68
sherman_antitrust_act,Sherman Antitrust Act,68
county_cork,County Cork,68
fort_ticonderoga,Fort Ticonderoga,68
william_tecumseh_sherman,William Tecumseh Sherman,68
the_mikado,The Mikado,68
alfred_marshall,Alfred Marshall,68
crimean_war,Crimean War,68
lake_van,Lake Van,68
mono_lake,Mono Lake,68
death_valley,Death Valley,68
otto_hahn,Otto Hahn,68
federalist_papers,Federalist Papers,68
david_lloyd_george,David Lloyd George,68
indus_valley_civilization,Indus Valley Civilization,68
manzanar,Manzanar,68
pollen,Pollen,68
grand_canyon,Grand Canyon,68
marcus_licinius_crassus,Marcus Licinius Crassus,68
arrhenius_equation,Arrhenius equation,68
friedrich_engels,Friedrich Engels,68
darius_i,Darius I,68
4_vesta,4 Vesta,68
orpheus_in_the_underworld,Orpheus in the Underworld,68
europa_(mythology),Europa (mythology),68
amalthea_(mythology),Amalthea (mythology),68
asteroid_belt,Asteroid belt,68
deadweight_loss,Deadweight loss,68
council_of_ephesus,Council of Ephesus,68
titan_(moon),Titan (moon),68
atlas_mountains,Atlas Mountains,68
aten,Aten,68
azimuth,Azimuth,68
biomass_(ecology),Biomass (ecology),68
convection,Convection,68
carrying_capacity,Carrying capacity,69
henry_clay,Henry Clay,69
michel_foucault,Michel Foucault,69
cosmic_ray,Cosmic ray,69
averroes,Averroes,69
huntington's_disease,Huntington's disease,69
bay_of_bengal,Bay of Bengal,69
kolkata,Kolkata,69
jordan_river,Jordan River,69
hudson_river,Hudson River,69
determinism,Determinism,69
joseph_of_arimathea,Joseph of Arimathea,69
battle_of_salamis,Battle of Salamis,69
saul_kripke,Saul Kripke,69
syllogism,Syllogism,69
maurice_ravel,Maurice Ravel,69
allan_pinkerton,Allan Pinkerton,69
ben_jonson,Ben Jonson,69
andrew_marvell,Andrew Marvell,69
hans_holbein_the_younger,Hans Holbein the Younger,69
retina,Retina,69
alexander_pope,Alexander Pope,69
oscar_niemeyer,Oscar Niemeyer,69
gottlob_frege,Gottlob Frege,69
maria_theresa,Maria Theresa,69
magic_(paranormal),Magic (paranormal),69
provence,Provence,69
antelope,Antelope,69
dopamine,Dopamine,69
samuel_johnson,Samuel Johnson,70
douglas_macarthur,Douglas MacArthur,70
yosemite_national_park,Yosemite National Park,70
leptis_magna,Leptis Magna,70
oregon_trail,Oregon Trail,70
great_northern_war,Great Northern War,70
georgia_(country),Georgia (country),70
battle_of_chancellorsville,Battle of Chancellorsville,70
gamma-ray_burst,Gamma-ray burst,70
ascomycota,Ascomycota,70
robert_andrews_millikan,Robert Andrews Millikan,70
francis_galton,Francis Galton,70
carthusians,Carthusians,70
penelope,Penelope,70
trofim_lysenko,Trofim Lysenko,70
reductionism,Reductionism,70
gustav_holst,Gustav Holst,70
the_planets,The Planets,70
fine-structure_constant,Fine-structure constant,70
henry_morton_stanley,Henry Morton Stanley,70
bipolar_junction_transistor,Bipolar junction transistor,70
anthony_burgess,Anthony Burgess,70
larynx,Larynx,71
cmos,CMOS,71
horus,Horus,71
bayeux_tapestry,Bayeux Tapestry,71
siegfried_(opera),Siegfried (opera),71
yalu_river,Yalu River,71
menopause,Menopause,71
jean_sibelius,Jean Sibelius,71
august_strindberg,August Strindberg,71
treaty_of_portsmouth,Treaty of Portsmouth,71
metropolis_(1927_film),Metropolis (1927 film),71
poynting_vector,Poynting vector,71
gary_becker,Gary Becker,71
umayyad_caliphate,Umayyad Caliphate,71
eucalyptus,Eucalyptus,71
kenneth_arrow,Kenneth Arrow,71
aaron's_rod,Aaron's rod,71
kate_chopin,Kate Chopin,71
girolamo_savonarola,Girolamo Savonarola,71
leonid_brezhnev,Leonid Brezhnev,71
louis_de_broglie,Louis de Broglie,71
padua,Padua,71
sugar_beet,Sugar beet,71
ahura_mazda,Ahura Mazda,71
fructose,Fructose,71
cerebellum,Cerebellum,72
cistercians,Cistercians,72
sierra_nevada_(u.s.),Sierra Nevada (U.S.),72
billie_holiday,Billie Holiday,72
quantum_hall_effect,Quantum Hall effect,72
gang_of_four,Gang of Four,72
edict_of_nantes,Edict of Nantes,72
martial_law,Martial law,72
cherokee,Cherokee,72
melanin,Melanin,72
robert_walpole,Robert Walpole,72
eugene_v._debs,Eugene V. Debs,72
cystic_fibrosis,Cystic fibrosis,72
nuclear_shell_model,Nuclear shell model,72
middle_english,Middle English,72
sinclair_lewis,Sinclair Lewis,72
quantum_harmonic_oscillator,Quantum harmonic oscillator,72
yellow_river,Yellow River,72
egon_schiele,Egon Schiele,72
geography_of_madagascar,Geography of Madagascar,72
william_carlos_williams,William Carlos Williams,72
egyptian_hieroglyphs,Egyptian hieroglyphs,72
x-ray_computed_tomography,X-ray computed tomography,72
neorealism_(international_relations),Neorealism (international relations),72
battle_of_bannockburn,Battle of Bannockburn,72
anomie,Anomie,72
thalidomide,Thalidomide,72
kurt_weill,Kurt Weill,72
meissner_effect,Meissner effect,72
charles_de_gaulle,Charles de Gaulle,73
aaron_copland,Aaron Copland,73
amartya_sen,Amartya Sen,73
polychlorinated_dibenzodioxins,Polychlorinated dibenzodioxins,73
salvador_allende,Salvador Allende,73
samarkand,Samarkand,73
phnom_penh,Phnom Penh,73
daniel_webster,Daniel Webster,73
thomas_young_(scientist),Thomas Young (scientist),73
soliton,Soliton,73
thornton_wilder,Thornton Wilder,73
graves'_disease,Graves' disease,73
gamal_abdel_nasser,Gamal Abdel Nasser,73
eleusinian_mysteries,Eleusinian Mysteries,73
proper_motion,Proper motion,73
niagara_falls,Niagara Falls,73
jonathan_edwards_(theologian),Jonathan Edwards (theologian),74
protein_folding,Protein folding,74
john_c._calhoun,John C. Calhoun,74
strabo,Strabo,74
jean_racine,Jean Racine,74
great_salt_lake,Great Salt Lake,74
war_of_the_austrian_succession,War of the Austrian Succession,74
jansenism,Jansenism,74
monticello,Monticello,74
nebuchadnezzar_ii,Nebuchadnezzar II,74
ivan_pavlov,Ivan Pavlov,74
jehovah's_witnesses,Jehovah's Witnesses,74
addis_ababa,Addis Ababa,74
delaware_river,Delaware River,74
van_de_graaff_generator,Van de Graaff generator,74
cysteine,Cysteine,74
acetylcholine,Acetylcholine,74
binary_star,Binary star,74
louis_sullivan,Louis Sullivan,74
adlai_stevenson_ii,Adlai Stevenson II,74
hernando_de_soto,Hernando de Soto,74
alexander_pushkin,Alexander Pushkin,74
dialectic,Dialectic,74
charon_(moon),Charon (moon),75
christopher_wren,Christopher Wren,75
berry,Berry,75
barr_body,Barr body,75
phobos_(moon),Phobos (moon),75
joseph_stefan,Joseph Stefan,75
satanic_verses,Satanic Verses,75
vancouver_island,Vancouver Island,75
fragile_x_syndrome,Fragile X syndrome,75
aztec_mythology,Aztec mythology,75
jacques_derrida,Jacques Derrida,75
fermilab,Fermilab,75
lepidoptera,Lepidoptera,75
hermann_von_helmholtz,Hermann von Helmholtz,75
frederick_law_olmsted,Frederick Law Olmsted,75
puck_(a_midsummer_night's_dream),Puck (A Midsummer Night's Dream),75
eero_saarinen,Eero Saarinen,75
gateway_arch,Gateway Arch,75
camillo_golgi,Camillo Golgi,75
frank_gehry,Frank Gehry,75
cass_gilbert,Cass Gilbert,75
philip_johnson,Philip Johnson,75
hector_berlioz,Hector Berlioz,75
venus_de_milo,Venus de Milo,75
david_livingstone,David Livingstone,75
john_coltrane,John Coltrane,75
louis_kahn,Louis Kahn,76
boltzmann_constant,Boltzmann constant,76
gujarat,Gujarat,76
henri_becquerel,Henri Becquerel,76
salt_lake_city,Salt Lake City,76
dallas,Dallas,76
miami,Miami,76
san_antonio,San Antonio,76
orogeny,Orogeny,76
centre_georges_pompidou,Centre Georges Pompidou,76
doric_order,Doric order,76
night_of_the_long_knives,Night of the Long Knives,76
arms_and_the_man,Arms and the Man,76
permittivity,Permittivity,76
hippocampus,Hippocampus,76
work_function,Work function,76
heterochromatin,Heterochromatin,76
le_havre,Le Havre,76
seine,Seine,76
talcott_parsons,Talcott Parsons,76
vitamin_e,Vitamin E,76
vitamin_a,Vitamin A,76
folic_acid,Folic acid,76
biotin,Biotin,76
breccia,Breccia,76
bremsstrahlung,Bremsstrahlung,76
philip_ii_of_macedon,Philip II of Macedon,76
ganymede_(moon),Ganymede (moon),76
charlie_parker,Charlie Parker,76
triceratops,Triceratops,76
falcon,Falcon,77
citric_acid,Citric acid,77
solar_flare,Solar flare,77
chromatic_aberration,Chromatic aberration,77
eutrophication,Eutrophication,77
younger_dryas,Younger Dryas,77
nat_turner,Nat Turner,77
adirondack_mountains,Adirondack Mountains,77
forbidden_planet,Forbidden Planet,77
great_dividing_range,Great Dividing Range,77
long_march,Long March,77
scythians,Scythians,77
falun_gong,Falun Gong,77
barbara_mcclintock,Barbara McClintock,77
newton's_laws_of_motion,Newton's laws of motion,77
compton_scattering,Compton scattering,77
francisco_pizarro,Francisco Pizarro,77
ernst_mach,Ernst Mach,77
wuthering_heights,Wuthering Heights,77
jane_eyre,Jane Eyre,77
catch-22,Catch-22,77
robinson_crusoe,Robinson Crusoe,77
embargo_act_of_1807,Embargo Act of 1807,78
second_bank_of_the_united_states,Second Bank of the United States,78
wilmot_proviso,Wilmot Proviso,78
gout,Gout,78
seneca_falls_convention,Seneca Falls Convention,78
haifa,Haifa,78
discriminant,Discriminant,78
mirage,Mirage,78
king_lear,King Lear,78
clayton_antitrust_act,Clayton Antitrust Act,78
vienna,Vienna,78
belgrade,Belgrade,78
zagreb,Zagreb,78
stanley_fish,Stanley Fish,78
tongue,Tongue,78
battle_of_the_little_bighorn,Battle of the Little Bighorn,78
fatimid_caliphate,Fatimid Caliphate,78
piltdown_man,Piltdown Man,78
antonio_gramsci,Antonio Gramsci,78
thymus,Thymus,78
obesity,Obesity,78
akhnaten_(opera),Akhnaten (opera),78
carpal_tunnel_syndrome,Carpal tunnel syndrome,78
theaetetus_(dialogue),Theaetetus (dialogue),79
dialysis,Dialysis,79
capillary,Capillary,79
circadian_rhythm,Circadian rhythm,79
pleiades,Pleiades,79
ashgabat,Ashgabat,79
bangkok,Bangkok,79
hanoi,Hanoi,79
geography_of_malawi,Geography of Malawi,79
azeotrope,Azeotrope,79
munster,Munster,79
lake_baikal,Lake Baikal,79
lactose_intolerance,Lactose intolerance,79
pineapple,Pineapple,79
tower_of_hanoi,Tower of Hanoi,79
peasants'_revolt,Peasants' Revolt,79
yangon,Yangon,79
aaron_burr,Aaron Burr,79
caenorhabditis_elegans,Caenorhabditis elegans,79
xenopus,Xenopus,79
taipei,Taipei,80
amur_river,Amur River,80
stephen_crane,Stephen Crane,80
pituitary_gland,Pituitary gland,80
vitus_bering,Vitus Bering,80
battle_of_culloden,Battle of Culloden,80
rudolf_carnap,Rudolf Carnap,80
battle_of_the_bulge,Battle of the Bulge,80
oliver_goldsmith,Oliver Goldsmith,80
sakhalin,Sakhalin,80
hokkaido,Hokkaido,80
pierre_corneille,Pierre Corneille,80
mikhail_bakunin,Mikhail Bakunin,80
balaam,Balaam,80
baal,Baal,80
babylonian_captivity,Babylonian captivity,80
solon,Solon,80
carl_philipp_emanuel_bach,Carl Philipp Emanuel Bach,81
grashof_number,Grashof number,81
hmong_people,Hmong people,81
potential_flow,Potential flow,81
tryptophan,Tryptophan,81
suez_crisis,Suez Crisis,81
hudson_bay,Hudson Bay,81
hypothalamus,Hypothalamus,81
johannesburg,Johannesburg,81
measles,Measles,81
diphtheria,Diphtheria,81
queensland,Queensland,81
paris_commune,Paris Commune,82
transactional_analysis,Transactional analysis,82
"alfred,_lord_tennyson","Alfred, Lord Tennyson",82
lake_chad,Lake Chad,82
methionine,Methionine,82
large_intestine,Large intestine,82
titus_andronicus,Titus Andronicus,82
john_dryden,John Dryden,82
measure_for_measure,Measure for Measure,82
monophysitism,Monophysitism,82
carl_wilhelm_scheele,Carl Wilhelm Scheele,82
solubility,Solubility,82
gemara,Gemara,82
art_nouveau,Art Nouveau,82
ionization_energy,Ionization energy,82
equal_rights_amendment,Equal Rights Amendment,82
paul_feyerabend,Paul Feyerabend,82
navarre,Navarre,82
correspondence_principle,Correspondence principle,82
gas_constant,Gas constant,82
van_allen_radiation_belt,Van Allen radiation belt,82
sam_houston,Sam Houston,83
samuel_j._tilden,Samuel J. Tilden,83
battle_of_midway,Battle of Midway,83
wilson's_disease,Wilson's disease,83
battle_of_tannenberg,Battle of Tannenberg,83
roy_lichtenstein,Roy Lichtenstein,83
henri_matisse,Henri Matisse,83
margaret_atwood,Margaret Atwood,83
jean-luc_godard,Jean-Luc Godard,83
endosymbiotic_theory,Endosymbiotic theory,83
boxer_rebellion,Boxer Rebellion,83
johann_pachelbel,Johann Pachelbel,83
ferrocene,Ferrocene,83
cyclopentadiene,Cyclopentadiene,83
curvature,Curvature,83
amphitryon,Amphitryon,83
romulus_and_remus,Romulus and Remus,83
endorphins,Endorphins,83
lepton,Lepton,83
hatshepsut,Hatshepsut,83
triboluminescence,Triboluminescence,83
markov_chain,Markov chain,83
pomp_and_circumstance_marches,Pomp and Circumstance Marches,84
native_son,Native Son,84
rationality,Rationality,84
a_farewell_to_arms,A Farewell to Arms,84
little_women,Little Women,84
roche_limit,Roche limit,84
robert_browning,Robert Browning,84
alcibiades,Alcibiades,84
australopithecus,Australopithecus,84
nestorius,Nestorius,84
shikoku,Shikoku,84
phloem,Phloem,84
lake_malawi,Lake Malawi,85
the_red_badge_of_courage,The Red Badge of Courage,85
trilobite,Trilobite,85
battle_of_the_coral_sea,Battle of the Coral Sea,85
gertrude_stein,Gertrude Stein,85
bret_harte,Bret Harte,85
amedeo_modigliani,Amedeo Modigliani,85
comparative_advantage,Comparative advantage,85
georges_seurat,Georges Seurat,85
simone_de_beauvoir,Simone de Beauvoir,85
south_island,South Island,85
mr._smith_goes_to_washington,Mr. Smith Goes to Washington,85
nicolas_poussin,Nicolas Poussin,85
horn_of_africa,Horn of Africa,85
rupert_brooke,Rupert Brooke,85
mackinac_island,Mackinac Island,85
napoleon_iii,Napoleon III,85
our_town,Our Town,85
constitution_of_japan,Constitution of Japan,85
density_matrix,Density matrix,85
aqua_regia,Aqua regia,86
henry_miller,Henry Miller,86
joseph_stiglitz,Joseph Stiglitz,86
marc_chagall,Marc Chagall,86
edgar_degas,Edgar Degas,86
vaslav_nijinsky,Vaslav Nijinsky,86
erich_maria_remarque,Erich Maria Remarque,86
dionysus,Dionysus,86
evelyn_waugh,Evelyn Waugh,86
brian_mulroney,Brian Mulroney,86
paris_(mythology),Paris (mythology),86
helen_of_troy,Helen of Troy,86
aspartic_acid,Aspartic acid,86
glutamic_acid,Glutamic acid,86
histidine,Histidine,86
lysine,Lysine,86
amylase,Amylase,86
ibiza,Ibiza,86
volga_river,Volga River,86
carpus,Carpus,86
friedrich_schiller,Friedrich Schiller,86
dysentery,Dysentery,86
formaldehyde,Formaldehyde,86
"cartagena,_colombia","Cartagena, Colombia",87
kinetic_theory,Kinetic theory,87
bernoulli's_principle,Bernoulli's principle,87
mobutu_sese_seko,Mobutu Sese Seko,87
pieter_bruegel_the_elder,Pieter Bruegel the Elder,87
benjamin_britten,Benjamin Britten,87
